scenario_id,algorithm_1,algorithm_2,n_pairs,metric_name,mean_1,mean_2,mean_diff,ci95_low,ci95_high,t_stat,p_raw_t,p_holm_t,sig_holm_t,cohen_dz,wilcoxon_W,p_raw_wilcoxon,p_holm_wilcoxon,sig_holm_wilcoxon,rank_biserial_r
1,RLAMPSO [36],DQN-PSO [34],1,global_fitness_total,1566.653222,1580.576273,-13.92305089,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,RLAMPSO [36],SAC-SAPSO [40],1,global_fitness_total,1566.653222,1774.433691,-207.7804684,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,RLAMPSO [36],PPO-PSO,1,global_fitness_total,1566.653222,1435.817832,130.8353906,NaN,NaN,NaN,1,1,0,NaN,1,1,1,0,1
1,RLAMPSO [36],MPSORL,1,global_fitness_total,1566.653222,1664.651124,-97.99790227,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,RLAMPSO [36],RRSACPSO,1,global_fitness_total,1566.653222,1575.296784,-8.643562169,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,DQN-PSO [34],SAC-SAPSO [40],1,global_fitness_total,1580.576273,1774.433691,-193.8574175,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,DQN-PSO [34],PPO-PSO,1,global_fitness_total,1580.576273,1435.817832,144.7584415,NaN,NaN,NaN,1,1,0,NaN,1,1,1,0,1
1,DQN-PSO [34],MPSORL,1,global_fitness_total,1580.576273,1664.651124,-84.07485138,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,DQN-PSO [34],RRSACPSO,1,global_fitness_total,1580.576273,1575.296784,5.279488721,NaN,NaN,NaN,1,1,0,NaN,1,1,1,0,1
1,SAC-SAPSO [40],PPO-PSO,1,global_fitness_total,1774.433691,1435.817832,338.615859,NaN,NaN,NaN,1,1,0,NaN,1,1,1,0,1
1,SAC-SAPSO [40],MPSORL,1,global_fitness_total,1774.433691,1664.651124,109.7825661,NaN,NaN,NaN,1,1,0,NaN,1,1,1,0,1
1,SAC-SAPSO [40],RRSACPSO,1,global_fitness_total,1774.433691,1575.296784,199.1369062,NaN,NaN,NaN,1,1,0,NaN,1,1,1,0,1
1,PPO-PSO,MPSORL,1,global_fitness_total,1435.817832,1664.651124,-228.8332928,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,PPO-PSO,RRSACPSO,1,global_fitness_total,1435.817832,1575.296784,-139.4789527,NaN,NaN,NaN,1,1,0,NaN,0,1,1,0,-1
1,MPSORL,RRSACPSO,1,global_fitness_total,1664.651124,1575.296784,89.35434011,NaN,NaN,NaN,1,1,0,NaN,1,1,1,0,1
